pagina,precio,mantenimiento,direccion,ubicacion,area,dorm,banios,estac,URL,fecha_publicacion,fecha_publicacion_exacta,visualizaciones,inmobiliaria,antiguedad_inmueble
1,"S/ 2,900 · USD 138,000",S/ 300 Mantenimiento,Faustino Sanchez Carrión,"Pershing, Magdalena",67 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/veclapin-alquilo-vendo-moderno-departamento-2-dorm.-en-143895750.html,Publicado hace 357 días,2024-06-25,96 visualizaciones,LYRA PROPIEDADES,1 años
1,"S/ 7,560 · USD 2,000",S/ 750 Mantenimiento,Parque Armendariz,"Armendariz, Miraflores",131 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-amoblado-y-equipado-de-2-dorm.-90559245.html,Publicado hoy,2025-06-17,83 visualizaciones,LYRA PROPIEDADES,7 años
1,"S/ 6,100 · USD 1,650",S/ 450 Mantenimiento,Los Castaños,"San Isidro, Lima",180 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-duplex-amoblado-180-m-sup2--cerca-al-golf-62798230.html,Publicado hoy,2025-06-17,267 visualizaciones,LYRA PROPIEDADES,5 años
1,"S/ 7,400 · USD 2,000",S/ 700 Mantenimiento,Avenida Santo Toribio,"San Isidro, Lima",210 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-de-210-m-sup2--cerca-al-golf-y-51134377.html,Publicado hoy,2025-06-17,180 visualizaciones,LYRA PROPIEDADES,12 años
1,"S/ 3,200 · USD 860",S/ 350 Mantenimiento,"Frente al Parque Ramón Castilla, Límite con San Isidro - Cerca de Real Plaza Salaverry, UPC y UP","Lince, Lima",70 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-balcon-con-vista-externa-full-equipado-y-amoblado-146719840.html,Publicado hace 3 días,2025-06-14,29 visualizaciones,LIÉN Boutique Inmobiliaria,3 años
1,"S/ 3,200 · USD 860",S/ 350 Mantenimiento,"Frente al Parque Ramón Castilla - Cerca de Real Plaza Salaverry, UPC y UP – Edificio con Rooftop, Piscina y Cine Privado.","San Isidro, Lima",70 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-balcon-con-vista-externa-full-equipado-y-amoblado-146719839.html,Publicado hace 3 días,2025-06-14,44 visualizaciones,LIÉN Boutique Inmobiliaria,3 años
1,"S/ 1,600",S/ 200 Mantenimiento,Av. Los Faisanes 222 Chorrillos,"Chorrillos, Lima",55 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-dpto-estacionamiento-en-av-los-faisanes-146187737.html,Publicado hace 3 días,2025-06-14,147 visualizaciones,NEXDOR,5 años
1,"S/ 1,900",S/ 70 Mantenimiento,Calle Sinchi Roca Jesús María,"Jesús María, Lima",74 m² tot.,2 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-dpto-en-2do-piso-jesus-maria-146397777.html,Publicado hace 3 días,2025-06-14,315 visualizaciones,NEXDOR,10 años
1,"S/ 4,990 · USD 1,400",S/ 1 Mantenimiento,AV. PARQUE NORTE 800 SAN ISIDRO,"San Isidro, Lima",266 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-amoblado-en-san-isidro-146706561.html,Publicado hace 4 días,2025-06-13,33 visualizaciones,REMAX REALTY CENTRAL SUR,7 años
1,"S/ 3,640 · USD 1,000",S/ 270 Mantenimiento,"Calle Porta 374, Miraflores","Leuro, Miraflores",115 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-exclusivo-flat-full-amoblado-cerca-al-malecon-28-de-146713379.html,Publicado hace 4 días,2025-06-13,71 visualizaciones,LIÉN Boutique Inmobiliaria,9 años
1,"S/ 2,800",S/ 480 Mantenimiento,AV. BUENA VISTA,"San Borja, Lima",115 m² tot.,1 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-amplio-e-iluminado-departamento-amoblado-146666856.html,,,,,4 años
10,"S/ 3,744 · USD 1,040",S/ 450 Mantenimiento,Roma 534,"Miraflores, Lima",110 m² tot.,3 dorm.,3 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-dpt-miraflores-110-m-3-dorm-area-de-servicio-146591889.html,Publicado hace 17 días,2025-05-31,111 visualizaciones,LIMA INMOBILIARIS,20 años
10,"S/ 2,600 · USD 700",S/ 385 Mantenimiento,Perez Roca 164,"Barranco, Lima",79 m² tot.,1 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-moderno-departamento-de-un-dormitorio-amoblado-en-66262721.html,,,,,8 años
10,"S/ 3,663 · USD 990",S/ 580 Mantenimiento,Av. Tejada 213,"Miraflores, Lima",101 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-moderno-departamento-sin-amoblar-en-miraflores-146069816.html,Publicado hace 80 días,2025-03-29,70 visualizaciones,LIMA SPACE,7 años
10,"S/ 2,800 · USD 750",S/ 200 Mantenimiento,Elespuru,"Orrantia Del Mar, Magdalena",67 m² tot.,1 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-elegante-depa-full-amoblado-con-patio-jardin-y-142571443.html,,,,,1 años
10,"S/ 2,000",S/ 180 Mantenimiento,Avenida Colonial,"Lima Cercado, Lima",65 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-de-estreno-edificio-imagina-146661887.html,Publicado desde ayer,2025-06-16,39 visualizaciones,Renueva Inmobiliaria / Valentino Inmobiliaria,A estrenar
10,"S/ 2,300 · USD 650",S/ 220 Mantenimiento,"Jirón Inclan, Magdalena, Lima","Magdalena, Lima",77 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-magdalena-jiron-inclan-146125009.html,Publicado hace 36 días,2025-05-12,184 visualizaciones,Renueva Inmobiliaria / Valentino Inmobiliaria,6 años
10,"S/ 3,450 · USD 950",S/ 400 Mantenimiento,"Malecón de la Marina , Miraflores al 900-edificio Veramar","Miraflores, Lima",87 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-de-2-habitaciones-en-el-malecon-146644284.html,Publicado hace 12 días,2025-06-05,106 visualizaciones,INMOBILIARIA LIMA PRIME,8 años
10,"S/ 2,800 · USD 770",,Av Republica de Panama al 5800,"Aurora, Miraflores",62 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-2-habitaciones-de-estreno-en-146579593.html,Publicado hace 19 días,2025-05-29,66 visualizaciones,INMOBILIARIA LIMA PRIME,A estrenar
10,"S/ 3,800 · USD 1,050",S/ 350 Mantenimiento,"Av. Santa Cruz, Miraflores, Lima, Perú","Santa Cruz, Miraflores",80 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-lindo-flat-estreno-2-dor.-terraza-146664509.html,Publicado hoy,2025-06-17,130 visualizaciones,VICTORIAN HOME E.I.R.L,A estrenar
10,"S/ 3,467 · USD 950",S/ 350 Mantenimiento,CALLE ROMA,"Miraflores, Lima",93 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-moderno-departamento-con-areas-verdes-cerca-a-malecon-146637213.html,Publicado hace 10 días,2025-06-07,120 visualizaciones,Guiliana Miranda - Agente Inmobiliario (Lima-Perú),5 años
10,"S/ 2,200",S/ 250 Mantenimiento,Jr. Inca Ripac 250,"Jesús María, Lima",44 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-flat-de-estreno-con-todas-las-areas-comunes-146508348.html,Publicado hoy,2025-06-17,142 visualizaciones,Guiliana Miranda - Agente Inmobiliario (Lima-Perú),A estrenar
10,"S/ 4,200 · USD 1,150",S/ 320 Mantenimiento,Av El Sol Oeste 457,"Barranco, Lima",62 m² tot.,2 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin--alquilo-flat-de-estreno-con-vista-directa-al-mar-en-146349508.html,Publicado hace 45 días,2025-05-03,78 visualizaciones,Guiliana Miranda - Agente Inmobiliario (Lima-Perú),A estrenar
10,"S/ 2,550",S/ 300 Mantenimiento,PACHACUTEC 9,"Jesús María, Lima",80 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-magnifico-flat-listo-para-mudarse-cerca-a-146047127.html,Publicado hoy,2025-06-17,356 visualizaciones,Guiliana Miranda - Agente Inmobiliario (Lima-Perú),3 años
10,"S/ 1,550",S/ 200 Mantenimiento,VENEZUELA 3258,"Lima Cercado, Lima",54 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-depa-piso-16-fte-unmsm-y-cerca-a-pucp-cercado-146718244.html,Publicado hace 4 días,2025-06-13,51 visualizaciones,REMAX NEXUS,3 años
10,"S/ 1,650",S/ 120 Mantenimiento,Av. Arequipa 1384,"Lima Cercado, Lima",28 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-minidepartamento-en-1er-piso-en-santa-145024490.html,Publicado hace 65 días,2025-04-13,468 visualizaciones,Fernando Ramos,9 años
10,"S/ 2,400 · USD 690",S/ 260 Mantenimiento,"Flat Desamoblado en el Piso 3 en Javier Prado Oeste en Magdalena, Límite con San Isidro","Lima, Lima",60 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-magdalena-146699858.html,Publicado hace 5 días,2025-06-12,18 visualizaciones,Inmobiliaria Moretti,3 años
10,"S/ 1,450",S/ 70 Mantenimiento,Jr prolongación ayacucho,"San Miguel, Lima",55 m² tot.,2 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-san-miguel-limite-con-magdalena-146204274.html,Publicado hace 2 días,2025-06-15,378 visualizaciones,CABALLERO CASTILLEJO ALFREDO MANUEL [Persona Natural],10 años
10,"S/ 6,516 · USD 1,800",S/ 862 Mantenimiento,San isidro,"San Isidro, Lima",190 m² tot.,2 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-amoblado-con-linda-vista-al-golf-146724331.html,Publicado hace 2 días,2025-06-15,,VITERI SWETT FRANCISCO XAVIER [Empresa],30 años
10,"S/ 2,100 · USD 600",S/ 180 Mantenimiento,Vulcano,"Santiago de Surco, Lima",72 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-surco-cerca-fap-2-100-soles-3dorm-nuevo-balcon-146623900.html,Publicado hace 2 días,2025-06-15,73 visualizaciones,HB PROPIEDADES,1 años
10,"S/ 3,145 · USD 850",S/ 160 Mantenimiento,Cavallini 198,"San Borja, Lima",135 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-san-borja-3-dorm.-con-146723473.html,Publicado hace 2 días,2025-06-15,72 visualizaciones,Fabiola Serpa Tovar,41 años
10,"S/ 5,180 · USD 1,400",S/ 500 Mantenimiento,Calle San Martin 639,"Armendariz, Miraflores",117 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-hermoso-flat-de-estreno-con-vista-a-la-146341627.html,Publicado hace 2 días,2025-06-15,,INMOBILIARIA SIN LIMITES EIRL,4 años
10,"S/ 2,500 · USD 675",S/ 260 Mantenimiento,Av. Simon Bolivar 1209,"Pueblo Libre, Lima",72 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-dpto.-de-estreno-pueblo-libre-146554062.html,Publicado hoy,2025-06-17,126 visualizaciones,QUESADA MENDOZA DALILA,A estrenar
10,"S/ 2,950 · USD 800",S/ 240 Mantenimiento,Calle Tripoli,"Miraflores, Lima",98 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-de-2-hab.-cerca-al-malecon-en-146350487.html,Publicado hace 2 días,2025-06-15,201 visualizaciones,María Barahona,12 años
10,"S/ 3,490 · USD 950",S/ 370 Mantenimiento,AV JOSE PARDO 935,"Miraflores, Lima",120 m² tot.,3 dorm.,3 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-bello-depart-3dorm.-balcon-amoblado-146619942.html,Publicado hace 2 días,2025-06-15,201 visualizaciones,APARTAMENTOS M&A,7 años
10,"S/ 3,916 · USD 1,150",S/ 300 Mantenimiento,Calle O'DONOBAN 290,"Miraflores, Lima",120 m² tot.,2 dorm.,3 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-bello-dpto-2-dorms-f-amoblado100-m-142609896.html,Publicado hace 2 días,2025-06-15,102 visualizaciones,APARTAMENTOS M&A,9 años
10,"S/ 2,400 · USD 648",S/ 200 Mantenimiento,av. brasil 1055,"Jesús María, Lima",74 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-av-brasil-a-dos-cuadras-de-146525723.html,Publicado hace 3 días,2025-06-14,219 visualizaciones,REMAX CONSULTORES IRON,11 años
10,"S/ 2,701 · USD 730",S/ 220 Mantenimiento,Calle Holbein 187,"Surquillo, Lima",85 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-lindo-y-exclusivo-dpto-de-estreno-situado-146722254.html,Publicado hace 3 días,2025-06-14,17 visualizaciones,Victor,A estrenar
10,"S/ 1,500 · USD 409",S/ 200 Mantenimiento,AV LA LIBERTAD 1873,"San Miguel, Lima",75 m² tot.,3 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin--hermoso-departamento-en-zona-accesible-cerca-a-146558423.html,Publicado hace 3 días,2025-06-14,353 visualizaciones,PROPERTY AGENCIA INMOBILIARIA E.I.R.L. [Agente],8 años
10,"S/ 2,800 · USD 775",S/ 190 Mantenimiento,JR SALAVERRY 435,"Magdalena, Lima",190 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-depa-terraza-amplia-146616964.html,Publicado hace 3 días,2025-06-14,103 visualizaciones,CECILIA URBINA SWAYNE,11 años
10,"S/ 5,262 · USD 355,000",S/ 700 Mantenimiento,Malecón Cisneros 1320 Miraflores,"Miraflores, Lima",149 m² tot.,3 dorm.,3 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-alquiler-o-venta-de-dpto-amoblado-en-malecon-cisneros-145485531.html,Publicado hace 151 días,2025-01-17,200 visualizaciones,Rosa Mercedes Forero Avendaño,38 años
100,"S/ 1,100 · USD 303",,Pasaje Wilfredo Palomino,"Santiago de Surco, Lima",50 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-monoambiente-para-2-146632020.html,Publicado hace 13 días,2025-06-04,73 visualizaciones,LEGADO INMOBILIARIO SAC,20 años
100,"S/ 2,000",,Jr. El Galeón 555,"Santiago de Surco, Lima",50 m² tot.,1 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-practico-y-acogedor-departamento-frente-a-146631052.html,Publicado hace 13 días,2025-06-04,35 visualizaciones,REMAX INMUEBLES - INVERSIONES RONCHETTA SAC RUC 20604546266,25 años
100,"S/ 3,680 · USD 1,000",S/ 420 Mantenimiento,"Calle Sevilla, Miraflores","Miraflores, Lima",105 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-calle-sevilla-miraflores-146631053.html,Publicado hace 13 días,2025-06-04,20 visualizaciones,Setagroup Inmobiliaria,A estrenar
100,"S/ 2,000",S/ 160 Mantenimiento,Dirección no informada,"Surquillo, Lima",50 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-amoblado-en-surquillo-145911990.html,Publicado hace 13 días,2025-06-04,219 visualizaciones,RONDOY BARRIENTOS GISELLA [Persona Natural],6 años
100,"S/ 2,700",,"Jr. Loma Umbrosa 628,","Santiago de Surco, Lima",110 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-lindo-departamento-a-media-cuadra-de-145983893.html,Publicado hace 13 días,2025-06-04,120 visualizaciones,REMAX INMUEBLES - INVERSIONES RONCHETTA SAC RUC 20604546266,12 años
100,"S/ 3,066 · USD 840",,Wagner Ricardo,"San Borja, Lima",103 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-amoblado-exclusivo-y-amplio-146630501.html,Publicado hace 13 días,2025-06-04,59 visualizaciones,ROYAL ASOCIADOS S.A.C.,41 años
100,"S/ 1,700 · USD 467",S/ 190 Mantenimiento,Comandante FAP Guillermo Brenner,"Santiago de Surco, Lima",54 m² tot.,3 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-lindo-departamento-de-estreno-en-surco-146421190.html,Publicado hace 13 días,2025-06-04,206 visualizaciones,ALEJANDRO LOSTAUNAU,A estrenar
100,"S/ 3,260 · USD 900",S/ 300 Mantenimiento,"Av 28 de Julio , Miraflores","Armendariz, Miraflores",68 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-miraflores-2-dorm.-1-cochera-146630374.html,Publicado hace 13 días,2025-06-04,18 visualizaciones,agente inmobiliario,12 años
100,"S/ 2,000",S/ 200 Mantenimiento,Francisco Moreno,"Surquillo, Lima",70 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-bonito-departamento-surquillo-cerca-146630045.html,,,,,
100,"S/ 1,700",,Pque. José de la Puente y Olavegoya 115,"Pueblo Libre, Lima",40 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-mini-departamento-en-pueblo-libre-146629765.html,Publicado hace 13 días,2025-06-04,51 visualizaciones,REMAX INMUEBLES - INVERSIONES RONCHETTA SAC RUC 20604546266,15 años
100,S/ 980,,Dirección no informada,"San Miguel, Lima",30 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-san-miguel-1-dormitorio-980-soles-servicios-incluidos-146627678.html,Publicado hace 13 días,2025-06-04,123 visualizaciones,IKASA,1 años
100,"S/ 1,700",S/ 10 Mantenimiento,LOMA UMBROSA CON MORROSOLAR,"Santiago de Surco, Lima",90 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-amplio-departamento-en-surco-145425197.html,,,,,
100,"S/ 1,100",S/ 120 Mantenimiento,calle Los Geranios - comas,"Comas, Lima",50 m² tot.,3 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-con-cochera-en-condominio-geranio-146626483.html,,,,,
100,"S/ 3,650",,P.º de la Republica 7827,"Santiago de Surco, Lima",103 m² tot.,3 dorm.,3 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-amplio-y-hermoso-dpto.-en-piso-10-vista-146626198.html,Publicado hace 13 días,2025-06-04,,REMAX INMUEBLES - INVERSIONES RONCHETTA SAC RUC 20604546266,6 años
100,"S/ 11,970 · USD 3,200",S/ 830 Mantenimiento,Tomas Edison Cdra 2,"San Isidro, Lima",245 m² tot.,4 dorm.,3 baños,3 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-flat-de-4habitaciones-en-san-isidro-146625249.html,Publicado hace 13 días,2025-06-04,26 visualizaciones,MIDORI KISHIMOTO,8 años
100,"S/ 2,300",S/ 70 Mantenimiento,Emilio Cavenecia Cdra 2,"San Isidro, Lima",60 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-lindo-departamento-en-4-piso-con-comodas-escaleras-146625252.html,Publicado hace 13 días,2025-06-04,,MIDORI KISHIMOTO,38 años
100,"S/ 4,500 · USD 1,250",S/ 600 Mantenimiento,Calle Colon Altura Cdra 6,"Miraflores, Lima",90 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-miraflores-146625248.html,Publicado hace 13 días,2025-06-04,,MIDORI KISHIMOTO,3 años
100,"S/ 2,560 · USD 700",S/ 170 Mantenimiento,Manco Segundo al Cdra 25,"Lince, Lima",53 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-limite-de-lince-con-san-isidro-146625242.html,Publicado hace 13 días,2025-06-04,,MIDORI KISHIMOTO,8 años
